year,label,tile,geometry
2024,CORTE SELETIVO,C60L63,POINT (-58.96891794039049 -2.570764330334463)
2024,CORTE SELETIVO,C60L63,POINT (-58.96110895436577 -2.682798260934819)
2024,CORTE SELETIVO,C60L63,POINT (-58.94212317119035 -2.6652714724318223)
2024,CORTE SELETIVO,C60L63,POINT (-58.94201207602967 -2.665010752991099)
2024,CORTE SELETIVO,C60L63,POINT (-58.9698806711625 -2.655682404683749)
2024,CORTE SELETIVO,C60L63,POINT (-58.92401324693317 -2.6453990556977574)
2024,CORTE SELETIVO,C60L63,POINT (-58.94972874424726 -2.6028028860492736)
2024,CORTE SELETIVO,C60L63,POINT (-58.9611672971665 -2.5953932617088267)
2024,CORTE SELETIVO,C60L63,POINT (-58.8757293847905 -2.5437634413559507)
2024,CORTE SELETIVO,C60L63,POINT (-58.989607486992675 -2.5253290515365325)
2024,CORTE SELETIVO,C60L63,POINT (-58.93479517887771 -2.6126052469102006)
2024,CORTE SELETIVO,C60L63,POINT (-58.95136364399183 -2.5975033885376035)
2024,CORTE SELETIVO,C60L63,POINT (-58.953093446554746 -2.6807454572988303)
2024,CORTE SELETIVO,C60L63,POINT (-58.9537908291365 -2.6747255952747926)
2024,CORTE SELETIVO,C60L63,POINT (-58.95356694502244 -2.674513876276689)
2024,CORTE SELETIVO,C60L63,POINT (-58.965114157310325 -2.6623796753373745)
2024,CORTE SELETIVO,C60L63,POINT (-58.96102439489539 -2.657388978877098)
2024,CORTE SELETIVO,C60L63,POINT (-58.95901893139723 -2.6565819574559364)
2024,CORTE SELETIVO,C60L63,POINT (-58.96865636610844 -2.6537321036394617)
2024,CORTE SELETIVO,C60L63,POINT (-58.96849417642573 -2.6536101798178566)
2024,CORTE SELETIVO,C60L63,POINT (-58.96832537767497 -2.653521602261429)
2024,CORTE SELETIVO,C60L63,POINT (-58.9686961601396 -2.6520137545178644)
2024,CORTE SELETIVO,C60L63,POINT (-58.968807308737645 -2.6489340949466924)
2024,CORTE SELETIVO,C60L63,POINT (-58.925418109222306 -2.602091171543782)
2024,CORTE SELETIVO,C60L63,POINT (-58.92417326922566 -2.592648531766747)
2024,CORTE SELETIVO,C60L63,POINT (-58.92406271278553 -2.592428889053093)
2024,CORTE SELETIVO,C60L63,POINT (-58.958645694357095 -2.583978040293656)
2024,CORTE SELETIVO,C60L63,POINT (-58.95905964557137 -2.5816837940386566)
2024,CORTE SELETIVO,C60L63,POINT (-58.93805996164415 -2.5015147064706444)
2024,CORTE SELETIVO,C60L63,POINT (-58.924185192829874 -2.5000590639178286)
2024,CORTE SELETIVO,C60L63,POINT (-58.9110562868592 -2.748438988996326)
2024,CORTE SELETIVO,C60L63,POINT (-58.92308938607198 -2.697818032782062)
2024,CORTE SELETIVO,C60L63,POINT (-58.92317745358375 -2.697636595479517)
2024,CORTE SELETIVO,C60L63,POINT (-58.88503134197316 -2.6848271754468773)
2024,CORTE SELETIVO,C60L63,POINT (-58.78150953345692 -2.5943707953157347)
2024,CORTE SELETIVO,C60L63,POINT (-58.78753752968997 -2.5865265915195477)
2024,CORTE SELETIVO,C60L63,POINT (-58.905127448632186 -2.5449958522511977)
2024,CORTE SELETIVO,C60L63,POINT (-58.841293228683774 -2.543239362085687)
2024,CORTE SELETIVO,C60L63,POINT (-58.81616933697477 -2.5428716461013363)
2024,CORTE SELETIVO,C60L63,POINT (-58.82768623891646 -2.5415294927505623)
2024,CORTE SELETIVO,C60L63,POINT (-58.87545994309575 -2.5347225972111396)
2024,CORTE SELETIVO,C60L63,POINT (-58.87552529246554 -2.5343275336795936)
2024,CORTE SELETIVO,C60L63,POINT (-58.7883087753628 -2.5331243237091536)
2024,CORTE SELETIVO,C60L63,POINT (-58.79372728034513 -2.531464520738194)
2024,CORTE SELETIVO,C60L63,POINT (-58.80752179840418 -2.522858897158494)
2024,CORTE SELETIVO,C60L63,POINT (-58.822618823459415 -2.5185251983208143)
2024,CORTE SELETIVO,C60L63,POINT (-58.83390025294015 -2.5125250036550613)
2024,CORTE SELETIVO,C60L63,POINT (-58.837409142080354 -2.507779381442059)
2024,CORTE SELETIVO,C60L63,POINT (-58.9789791341998 -2.7350910564605613)
2024,CORTE SELETIVO,C60L63,POINT (-58.98121298840575 -2.5902930225385044)
2024,CORTE SELETIVO,C60L63,POINT (-58.94416496468153 -2.6717955738761687)
2024,CORTE SELETIVO,C60L63,POINT (-58.828437429468586 -2.533236280671311)
2024,CORTE SELETIVO,C60L63,POINT (-58.81569688361088 -2.6969575230597616)
2024,CORTE SELETIVO,C60L63,POINT (-58.81222298144746 -2.5887088546007755)
2024,CORTE SELETIVO,C60L63,POINT (-58.945472428398304 -2.6728124116601064)
2024,CORTE SELETIVO,C60L63,POINT (-58.9522134382042 -2.668569651397938)
2024,CORTE SELETIVO,C60L63,POINT (-58.95546121042225 -2.6647968194208667)
2024,CORTE SELETIVO,C60L63,POINT (-58.8143657950396 -2.62123315472582)
2024,CORTE SELETIVO,C60L63,POINT (-58.92823664269779 -2.6085659860823314)
2024,CORTE SELETIVO,C60L63,POINT (-58.95610192844973 -2.6075795971921947)
2024,CORTE SELETIVO,C60L63,POINT (-58.95116429694821 -2.6062439295937354)
2024,CORTE SELETIVO,C60L63,POINT (-58.80796784614876 -2.594614477376203)
2024,CORTE SELETIVO,C60L63,POINT (-58.94313794788606 -2.591343645914921)
2024,CORTE SELETIVO,C60L63,POINT (-58.81215119926993 -2.5437656283973005)
2024,CORTE SELETIVO,C60L63,POINT (-58.95692366380369 -2.597786552319985)
2024,CORTE SELETIVO,C60L63,POINT (-58.953042480043855 -2.6806589938482954)
2024,CORTE SELETIVO,C60L63,POINT (-58.94274044906572 -2.668236980065895)
2024,CORTE SELETIVO,C60L63,POINT (-58.95258652113778 -2.6682637871471133)
2024,CORTE SELETIVO,C60L63,POINT (-58.96457639913261 -2.6633598009348636)
2024,CORTE SELETIVO,C60L63,POINT (-58.96514068230176 -2.6624778613369875)
2024,CORTE SELETIVO,C60L63,POINT (-58.98201950809236 -2.5989350274106595)
2024,CORTE SELETIVO,C60L63,POINT (-58.962243056226775 -2.597502746780092)
2024,CORTE SELETIVO,C60L63,POINT (-58.97010820908398 -2.5970831514235124)
2024,CORTE SELETIVO,C60L63,POINT (-58.960931965433886 -2.5951176010837056)
2024,CORTE SELETIVO,C60L63,POINT (-58.958757461496056 -2.5942342557869695)
2024,CORTE SELETIVO,C60L63,POINT (-58.94857374428933 -2.590648655134587)
2024,CORTE SELETIVO,C60L63,POINT (-58.948761238437584 -2.590445217006364)
2024,CORTE SELETIVO,C60L63,POINT (-58.943318528699876 -2.58690196738042)
2024,CORTE SELETIVO,C60L63,POINT (-58.94334119497296 -2.586741152941292)
2024,CORTE SELETIVO,C60L63,POINT (-58.95432179781026 -2.5854757472280454)
2024,CORTE SELETIVO,C60L63,POINT (-58.95401075640793 -2.5853722833679753)
2024,CORTE SELETIVO,C60L63,POINT (-58.95901006417935 -2.581513152835561)
2024,CORTE SELETIVO,C60L63,POINT (-58.969368755782675 -2.5704793613084673)
2024,CORTE SELETIVO,C60L63,POINT (-58.98976800266891 -2.5253251257712312)
2024,CORTE SELETIVO,C60L63,POINT (-58.91088247206431 -2.748522248267282)
2024,CORTE SELETIVO,C60L63,POINT (-58.91073110427413 -2.7484924303361895)
2024,CORTE SELETIVO,C60L63,POINT (-58.910817557060234 -2.748357600906823)
2024,CORTE SELETIVO,C60L63,POINT (-58.91090210817543 -2.7482864789541894)
2024,CORTE SELETIVO,C60L63,POINT (-58.85669889580441 -2.706868008235448)
2024,CORTE SELETIVO,C60L63,POINT (-58.92329539307008 -2.6977166043459855)
2024,CORTE SELETIVO,C60L63,POINT (-58.922995402763 -2.697826468950754)
2024,CORTE SELETIVO,C60L63,POINT (-58.92306636676453 -2.6975601264491766)
2024,CORTE SELETIVO,C60L63,POINT (-58.90844128864715 -2.6504089975115646)
2024,CORTE SELETIVO,C60L63,POINT (-58.8384929151258 -2.6362784833604773)
2024,CORTE SELETIVO,C60L63,POINT (-58.93854660245341 -2.6092591159257688)
2024,CORTE SELETIVO,C60L63,POINT (-58.924914157585796 -2.603685697022244)
2024,CORTE SELETIVO,C60L63,POINT (-58.9240632915006 -2.5923529050568352)
2024,CORTE SELETIVO,C60L63,POINT (-58.851337655180515 -2.5534187055166315)
2024,CORTE SELETIVO,C60L63,POINT (-58.87565101466286 -2.534208114174562)
2024,CORTE SELETIVO,C60L63,POINT (-58.88213714974121 -2.519002520495107)
2024,CORTE SELETIVO,C60L63,POINT (-58.8396405784408 -2.5183925252416213)
2024,CORTE SELETIVO,C60L63,POINT (-58.84126903673013 -2.5063887340800926)
2024,CORTE SELETIVO,C60L63,POINT (-58.93685952269241 -2.500722873088217)
2024,CORTE SELETIVO,C60L63,POINT (-58.76222754576183 -2.7343275426646545)
2024,CORTE SELETIVO,C60L63,POINT (-58.75344857262318 -2.62759529685178)
2024,CORTE SELETIVO,C60L63,POINT (-58.76753327174953 -2.564863208676768)
2024,CORTE SELETIVO,C60L63,POINT (-58.767790079969586 -2.564806999828349)
2024,CORTE SELETIVO,C60L63,POINT (-58.767475177210365 -2.56476940834359)
2024,CORTE SELETIVO,C60L63,POINT (-58.76765089735369 -2.5647174674435007)
2024,CORTE SELETIVO,C60L63,POINT (-58.81660649930582 -2.54326237345982)
2024,CORTE SELETIVO,C60L63,POINT (-58.8237118773096 -2.5373492163420392)
2024,CORTE SELETIVO,C60L63,POINT (-58.83401362228413 -2.5362054906702047)
2024,CORTE SELETIVO,C60L63,POINT (-58.83158637291778 -2.5189316333158884)
2024,CORTE SELETIVO,C60L63,POINT (-58.83063231719946 -2.517938351106818)
2024,CORTE SELETIVO,C60L63,POINT (-58.83755753002468 -2.512617192947418)
2024,CORTE SELETIVO,C60L63,POINT (-58.83400053023673 -2.5125715965046753)
2024,CORTE SELETIVO,C60L63,POINT (-58.81622031008216 -2.5078451430065503)
2024,CORTE SELETIVO,C60L63,POINT (-58.81644517119412 -2.507795095546064)
2024,CORTE SELETIVO,C60L63,POINT (-58.818002534284616 -2.50528731122505)
2024,CORTE SELETIVO,C60L63,POINT (-58.774251450388924 -2.5006197442252946)
2024,CORTE SELETIVO,C60L63,POINT (-58.8191040243564 -2.5325644720253555)
2024,CORTE SELETIVO,C60L63,POINT (-58.77003901226 -2.5147414154862555)
2024,CORTE SELETIVO,C60L63,POINT (-58.960661680667556 -2.6879341176534295)
2024,CORTE SELETIVO,C60L63,POINT (-58.9550654609432 -2.6097462157278337)
2024,CORTE SELETIVO,C60L63,POINT (-58.96903945234412 -2.570708123111441)
2024,CORTE SELETIVO,C60L63,POINT (-58.8821182566363 -2.5189605557665806)
2024,CORTE SELETIVO,C60L63,POINT (-58.85031074805047 -2.551676112775655)
2024,CORTE SELETIVO,C60L63,POINT (-58.913475013293066 -2.747805585105024)
2024,CORTE SELETIVO,C60L63,POINT (-58.913363688127895 -2.747805606022485)
2024,CORTE SELETIVO,C60L63,POINT (-58.954219274771596 -2.678740493547926)
2024,CORTE SELETIVO,C60L63,POINT (-58.96976787848575 -2.6673732333456774)
2024,CORTE SELETIVO,C60L63,POINT (-58.96480500191869 -2.6631183370249376)
2024,CORTE SELETIVO,C60L63,POINT (-58.96458514114616 -2.6627953119543393)
2024,CORTE SELETIVO,C60L63,POINT (-58.96461308577792 -2.6626654851095743)
2024,CORTE SELETIVO,C60L63,POINT (-58.97943450576893 -2.660157882447039)
2024,CORTE SELETIVO,C60L63,POINT (-58.96103215648279 -2.6572076044973785)
2024,CORTE SELETIVO,C60L63,POINT (-58.95390025378764 -2.6537936970047102)
2024,CORTE SELETIVO,C60L63,POINT (-58.96708224552685 -2.6515977064036895)
2024,CORTE SELETIVO,C60L63,POINT (-58.974390528921376 -2.6500292858725527)
2024,CORTE SELETIVO,C60L63,POINT (-58.95418020577122 -2.6141552452354757)
2024,CORTE SELETIVO,C60L63,POINT (-58.96752989930015 -2.614097440505533)
2024,CORTE SELETIVO,C60L63,POINT (-58.9690755034824 -2.5977314167725254)
2024,CORTE SELETIVO,C60L63,POINT (-58.96898063382611 -2.5976969430611216)
2024,CORTE SELETIVO,C60L63,POINT (-58.962120420462945 -2.5973397879328344)
2024,CORTE SELETIVO,C60L63,POINT (-58.96448446094042 -2.595123640419054)
2024,CORTE SELETIVO,C60L63,POINT (-58.96115212114305 -2.595139119318345)
2024,CORTE SELETIVO,C60L63,POINT (-58.97984225689659 -2.590634351418535)
2024,CORTE SELETIVO,C60L63,POINT (-58.97993212018863 -2.590599772020867)
2024,CORTE SELETIVO,C60L63,POINT (-58.96891360509002 -2.5704698861032993)
2024,CORTE SELETIVO,C60L63,POINT (-58.969124308737456 -2.5702120572237597)
2024,CORTE SELETIVO,C60L63,POINT (-58.96934852099887 -2.570331945938923)
2024,CORTE SELETIVO,C60L63,POINT (-58.99648896615737 -2.516923550442026)
