year,label,tile,geometry
2024,CORTE SELETIVO,C51L34,POINT (-61.222285770076276 -9.99668215435497)
2024,CORTE SELETIVO,C51L34,POINT (-61.22234202567308 -9.996570325854652)
2024,CORTE SELETIVO,C51L34,POINT (-61.22258900558188 -9.996209667006397)
2024,CORTE SELETIVO,C51L34,POINT (-61.222364879863605 -9.996246596731325)
2024,CORTE SELETIVO,C51L34,POINT (-61.222434170183 -9.995868729389091)
2024,CORTE SELETIVO,C51L34,POINT (-61.222607396017125 -9.995821188120143)
2024,CORTE SELETIVO,C51L34,POINT (-61.22253996053862 -9.995766329923933)
2024,CORTE SELETIVO,C51L34,POINT (-61.22317061738083 -9.99406750089683)
2024,CORTE SELETIVO,C51L34,POINT (-61.224713566615506 -9.989664321134128)
2024,CORTE SELETIVO,C51L34,POINT (-61.2491642961329 -9.982260901189736)
2024,CORTE SELETIVO,C51L34,POINT (-61.24888692241816 -9.982032035737625)
2024,CORTE SELETIVO,C51L34,POINT (-61.2313475202811 -9.97926436650119)
2024,CORTE SELETIVO,C51L34,POINT (-61.23632455171192 -9.977572564236945)
2024,CORTE SELETIVO,C51L34,POINT (-61.23817258510477 -9.969728988462673)
2024,CORTE SELETIVO,C51L34,POINT (-61.23891691847532 -9.9696336796629)
2024,CORTE SELETIVO,C51L34,POINT (-61.23920220364407 -9.969495432272328)
2024,CORTE SELETIVO,C51L34,POINT (-61.23917708606028 -9.969248350563014)
2024,CORTE SELETIVO,C51L34,POINT (-61.23745171435397 -9.969280398561647)
2024,CORTE SELETIVO,C51L34,POINT (-61.2391130299437 -9.96902129035474)
2024,CORTE SELETIVO,C51L34,POINT (-61.238296920965105 -9.969290268566095)
2024,CORTE SELETIVO,C51L34,POINT (-61.24027972608526 -9.967932605320588)
2024,CORTE SELETIVO,C51L34,POINT (-61.23879639653793 -9.967890449832602)
2024,CORTE SELETIVO,C51L34,POINT (-61.24583527894695 -9.965140921558008)
2024,CORTE SELETIVO,C51L34,POINT (-61.221647716330594 -9.953559715425506)
2024,CORTE SELETIVO,C51L34,POINT (-61.2217035103517 -9.95342086291024)
2024,CORTE SELETIVO,C51L34,POINT (-61.2281863328498 -9.95333292894622)
2024,CORTE SELETIVO,C51L34,POINT (-61.24317912135355 -9.952550088133975)
2024,CORTE SELETIVO,C51L34,POINT (-61.2311863140159 -9.952345860997795)
2024,CORTE SELETIVO,C51L34,POINT (-61.229951711710726 -9.95227766478167)
2024,CORTE SELETIVO,C51L34,POINT (-61.2300077129541 -9.951249417916554)
2024,CORTE SELETIVO,C51L34,POINT (-61.229466647042656 -9.951095723190521)
2024,CORTE SELETIVO,C51L34,POINT (-61.22195735584627 -9.948472980451532)
2024,CORTE SELETIVO,C51L34,POINT (-61.230062135085674 -9.948515719952459)
2024,CORTE SELETIVO,C51L34,POINT (-61.221692081127344 -9.948277379986735)
2024,CORTE SELETIVO,C51L34,POINT (-61.22258443181714 -9.948042258519276)
2024,CORTE SELETIVO,C51L34,POINT (-61.221248179243105 -9.948345467310993)
2024,CORTE SELETIVO,C51L34,POINT (-61.230414488426625 -9.947983874490493)
2024,CORTE SELETIVO,C51L34,POINT (-61.22313541933223 -9.947890555496643)
2024,CORTE SELETIVO,C51L34,POINT (-61.2305925517133 -9.947762789449298)
2024,CORTE SELETIVO,C51L34,POINT (-61.22184453227652 -9.947105290096331)
2024,CORTE SELETIVO,C51L34,POINT (-61.2232406395524 -9.94640007021585)
2024,CORTE SELETIVO,C51L34,POINT (-61.229091593263284 -9.946162197863107)
2024,CORTE SELETIVO,C51L34,POINT (-61.2292552740592 -9.946144131816997)
2024,CORTE SELETIVO,C51L34,POINT (-61.2349121554741 -9.945749534985916)
2024,CORTE SELETIVO,C51L34,POINT (-61.23215366275659 -9.9369874416483)
2024,CORTE SELETIVO,C51L34,POINT (-61.23011822329195 -9.936606321887073)
2024,CORTE SELETIVO,C51L34,POINT (-61.23435091366245 -9.924162278045264)
2024,CORTE SELETIVO,C51L34,POINT (-61.22436709529993 -9.923943354969948)
2024,CORTE SELETIVO,C51L34,POINT (-61.231750714773895 -9.915768830285392)
2024,CORTE SELETIVO,C51L34,POINT (-61.23185843795195 -9.915602721901891)
2024,CORTE SELETIVO,C51L34,POINT (-61.24455976137791 -9.905014898271942)
2024,CORTE SELETIVO,C51L34,POINT (-61.236758703422005 -9.904947409642695)
2024,CORTE SELETIVO,C51L34,POINT (-61.24479431803662 -9.904917360958962)
2024,CORTE SELETIVO,C51L34,POINT (-61.23692073322485 -9.90487244631474)
2024,CORTE SELETIVO,C51L34,POINT (-61.23003879144407 -9.901917248216039)
2024,CORTE SELETIVO,C51L34,POINT (-61.22949258879654 -9.901303943067777)
2024,CORTE SELETIVO,C51L34,POINT (-61.2360357562416 -9.90047530512981)
2024,CORTE SELETIVO,C51L34,POINT (-61.249468500144275 -9.895188881637546)
2024,CORTE SELETIVO,C51L34,POINT (-61.24958965126531 -9.894943194549654)
2024,CORTE SELETIVO,C51L34,POINT (-61.236269385305214 -9.894125869374257)
2024,CORTE SELETIVO,C51L34,POINT (-61.24626882706435 -9.89279294172759)
2024,CORTE SELETIVO,C51L34,POINT (-61.24602569177296 -9.89238000506064)
2024,CORTE SELETIVO,C51L34,POINT (-61.22820847889649 -9.889555369406489)
2024,CORTE SELETIVO,C51L34,POINT (-61.22838257105104 -9.889240211334013)
2024,CORTE SELETIVO,C51L34,POINT (-61.221802767424066 -9.870702788809686)
2024,CORTE SELETIVO,C51L34,POINT (-61.22151873455613 -9.866251155414059)
2024,CORTE SELETIVO,C51L34,POINT (-61.22146817151061 -9.866179694287922)
2024,CORTE SELETIVO,C51L34,POINT (-61.24581001200233 -9.856225892507236)
2024,CORTE SELETIVO,C51L34,POINT (-61.24294946503218 -9.856146340251998)
2024,CORTE SELETIVO,C51L34,POINT (-61.24305292516063 -9.85609984825769)
2024,CORTE SELETIVO,C51L34,POINT (-61.24283767391061 -9.855993801648104)
2024,CORTE SELETIVO,C51L34,POINT (-61.2315985794087 -9.845053475109264)
2024,CORTE SELETIVO,C51L34,POINT (-61.2212575639993 -9.83775586122176)
2024,CORTE SELETIVO,C51L34,POINT (-61.221049100618636 -9.837337286236217)
2024,CORTE SELETIVO,C51L34,POINT (-61.24757598181246 -9.835252757429036)
2024,CORTE SELETIVO,C51L34,POINT (-61.247853059800924 -9.835140074020295)
2024,CORTE SELETIVO,C51L34,POINT (-61.246653607775706 -9.822684434168622)
2024,CORTE SELETIVO,C51L34,POINT (-61.224893074380184 -9.807857610021276)
2024,CORTE SELETIVO,C51L34,POINT (-61.22129741372627 -9.799403960093537)
2024,CORTE SELETIVO,C51L34,POINT (-61.22135558990794 -9.79910940263374)
2024,CORTE SELETIVO,C51L34,POINT (-61.222951566142456 -9.792661135239559)
2024,CORTE SELETIVO,C51L34,POINT (-61.24065836097917 -9.781569409185792)
2024,CORTE SELETIVO,C51L34,POINT (-61.218520934832846 -9.962595668793188)
2024,CORTE SELETIVO,C51L34,POINT (-61.21499111482593 -9.958277265789617)
2024,CORTE SELETIVO,C51L34,POINT (-61.21856598783347 -9.953811321575188)
2024,CORTE SELETIVO,C51L34,POINT (-61.218385966857774 -9.953066461305816)
2024,CORTE SELETIVO,C51L34,POINT (-61.21537595893432 -9.950296822914234)
2024,CORTE SELETIVO,C51L34,POINT (-61.21955978223422 -9.947700215796363)
2024,CORTE SELETIVO,C51L34,POINT (-61.21956495237798 -9.947313797556113)
2024,CORTE SELETIVO,C51L34,POINT (-61.21996153764371 -9.946749375969464)
2024,CORTE SELETIVO,C51L34,POINT (-61.21897741782859 -9.946516817714697)
2024,CORTE SELETIVO,C51L34,POINT (-61.22014300713613 -9.946097536354424)
2024,CORTE SELETIVO,C51L34,POINT (-61.21438293119028 -9.926100697389545)
2024,CORTE SELETIVO,C51L34,POINT (-61.21413953098206 -9.925234274311443)
2024,CORTE SELETIVO,C51L34,POINT (-61.21382423385985 -9.923981377000302)
2024,CORTE SELETIVO,C51L34,POINT (-61.21426751669126 -9.923378015595437)
2024,CORTE SELETIVO,C51L34,POINT (-61.21944594780897 -9.892941079015499)
2024,CORTE SELETIVO,C51L34,POINT (-61.2211578561511 -9.877351202665578)
2024,CORTE SELETIVO,C51L34,POINT (-61.21459042585092 -9.870871096169285)
2024,CORTE SELETIVO,C51L34,POINT (-61.21967302617215 -9.867873882482284)
2024,CORTE SELETIVO,C51L34,POINT (-61.22043723401053 -9.867151006511182)
2024,CORTE SELETIVO,C51L34,POINT (-61.22013207818263 -9.867151480894888)
2024,CORTE SELETIVO,C51L34,POINT (-61.21464595236446 -9.84278156351223)
2024,CORTE SELETIVO,C51L34,POINT (-61.21462776448335 -9.84099688044516)
2024,CORTE SELETIVO,C51L34,POINT (-61.214682680752034 -9.840765019075615)
2024,CORTE SELETIVO,C51L34,POINT (-61.21877359172053 -9.814358181363264)
2024,CORTE SELETIVO,C51L34,POINT (-61.2185929715304 -9.814127439172577)
2024,CORTE SELETIVO,C51L34,POINT (-61.2146154010246 -9.810384699558888)
2024,CORTE SELETIVO,C51L34,POINT (-61.215216806163106 -9.80985995666809)
2024,CORTE SELETIVO,C51L34,POINT (-61.2150195719661 -9.809513515309503)
2024,CORTE SELETIVO,C51L34,POINT (-61.215160868414436 -9.809322001504567)
2024,CORTE SELETIVO,C51L34,POINT (-61.21512294707413 -9.808665244008283)
2024,CORTE SELETIVO,C51L34,POINT (-61.215123414907815 -9.808275520767845)
2024,CORTE SELETIVO,C51L34,POINT (-61.21524305971312 -9.8080299512004)
2024,CORTE SELETIVO,C51L34,POINT (-61.215027078856096 -9.80809436600068)
2024,CORTE SELETIVO,C51L34,POINT (-61.21506167546189 -9.806688903529196)
2024,CORTE SELETIVO,C51L34,POINT (-61.21476446969451 -9.806455220230715)
2024,CORTE SELETIVO,C51L34,POINT (-61.214640997618396 -9.806261577784198)
2024,CORTE SELETIVO,C51L34,POINT (-61.2150374188096 -9.806112154977681)
2024,CORTE SELETIVO,C51L34,POINT (-61.21498778193279 -9.805905095667804)
2024,CORTE SELETIVO,C51L34,POINT (-61.21520132875327 -9.805896117656099)
2024,CORTE SELETIVO,C51L34,POINT (-61.21470587212755 -9.805651849947399)
2024,CORTE SELETIVO,C51L34,POINT (-61.21506272630634 -9.805421429064175)
2024,CORTE SELETIVO,C51L34,POINT (-61.21514676071878 -9.804907104286857)
2024,CORTE SELETIVO,C51L34,POINT (-61.21479665650871 -9.804884115778515)
2024,CORTE SELETIVO,C51L34,POINT (-61.214399987439954 -9.803953218613374)
2024,CORTE SELETIVO,C51L34,POINT (-61.214667427361974 -9.803966728621278)
2024,CORTE SELETIVO,C51L34,POINT (-61.21502210897316 -9.803841293676465)
2024,CORTE SELETIVO,C51L34,POINT (-61.21425389128535 -9.803865684170406)
2024,CORTE SELETIVO,C51L34,POINT (-61.214181670858835 -9.803771505785157)
2024,CORTE SELETIVO,C51L34,POINT (-61.21433758466631 -9.803579936219883)
2024,CORTE SELETIVO,C51L34,POINT (-61.21542153761796 -9.80321435404829)
2024,CORTE SELETIVO,C51L34,POINT (-61.213852820404 -9.802807657525827)
2024,CORTE SELETIVO,C51L34,POINT (-61.21532363338809 -9.802860250330395)
2024,CORTE SELETIVO,C51L34,POINT (-61.21465891628515 -9.802497028540547)
2024,CORTE SELETIVO,C51L34,POINT (-61.213812916899975 -9.80164537348867)
2024,CORTE SELETIVO,C51L34,POINT (-61.21541492064057 -9.799597241088877)
2024,CORTE SELETIVO,C51L34,POINT (-61.220996497761384 -9.799486436920457)
2024,CORTE SELETIVO,C51L34,POINT (-61.21565630287617 -9.788803810770348)
2024,CORTE SELETIVO,C51L34,POINT (-61.22087606425847 -9.776904117746925)
2024,CORTE SELETIVO,C51L34,POINT (-61.21735304293128 -9.774855530897337)
2024,CORTE SELETIVO,C51L34,POINT (-61.209338489272746 -9.960705582109208)
2024,CORTE SELETIVO,C51L34,POINT (-61.2111495238735 -9.903054382129879)
2024,CORTE SELETIVO,C51L34,POINT (-61.211283087233724 -9.90290276522059)
2024,CORTE SELETIVO,C51L34,POINT (-61.21207236638253 -9.900411194691442)
2024,CORTE SELETIVO,C51L34,POINT (-61.2120477365408 -9.900233669692241)
2024,CORTE SELETIVO,C51L34,POINT (-61.21250231000613 -9.900097161853372)
2024,CORTE SELETIVO,C51L34,POINT (-61.21016164705454 -9.898022138657677)
2024,CORTE SELETIVO,C51L34,POINT (-61.213215220953415 -9.859677843207482)
2024,CORTE SELETIVO,C51L34,POINT (-61.21157436885597 -9.81031359947551)
2024,CORTE SELETIVO,C51L34,POINT (-61.21199867210187 -9.81026568584459)
2024,CORTE SELETIVO,C51L34,POINT (-61.21302165561964 -9.810143661120213)
2024,CORTE SELETIVO,C51L34,POINT (-61.213716761163965 -9.810121539677478)
2024,CORTE SELETIVO,C51L34,POINT (-61.211326057051544 -9.809905338422247)
2024,CORTE SELETIVO,C51L34,POINT (-61.21291161761814 -9.809913910414563)
2024,CORTE SELETIVO,C51L34,POINT (-61.211161875653076 -9.809712132753784)
2024,CORTE SELETIVO,C51L34,POINT (-61.212884550745436 -9.809074576766054)
2024,CORTE SELETIVO,C51L34,POINT (-61.2111184557086 -9.80888017430996)
2024,CORTE SELETIVO,C51L34,POINT (-61.2109721144595 -9.807836280466821)
2024,CORTE SELETIVO,C51L34,POINT (-61.20788939717375 -9.808564093011551)
2024,CORTE SELETIVO,C51L34,POINT (-61.206166871976976 -9.808354919664303)
2024,CORTE SELETIVO,C51L34,POINT (-61.20970510784364 -9.808235494769878)
2024,CORTE SELETIVO,C51L34,POINT (-61.21148792681186 -9.808272581927232)
2024,CORTE SELETIVO,C51L34,POINT (-61.211290424665414 -9.808074020585371)
2024,CORTE SELETIVO,C51L34,POINT (-61.21058983248002 -9.80779219354865)
2024,CORTE SELETIVO,C51L34,POINT (-61.21097092472757 -9.807381537132196)
2024,CORTE SELETIVO,C51L34,POINT (-61.21143792509714 -9.807287186958286)
2024,CORTE SELETIVO,C51L34,POINT (-61.21073567580568 -9.807107479767053)
2024,CORTE SELETIVO,C51L34,POINT (-61.21057340306773 -9.806569536525082)
2024,CORTE SELETIVO,C51L34,POINT (-61.211338599305336 -9.80635075332661)
2024,CORTE SELETIVO,C51L34,POINT (-61.210745047652416 -9.806238010506668)
2024,CORTE SELETIVO,C51L34,POINT (-61.210614255797445 -9.806117813097135)
2024,CORTE SELETIVO,C51L34,POINT (-61.20955250144604 -9.806093151481916)
2024,CORTE SELETIVO,C51L34,POINT (-61.21052113796814 -9.806004158969023)
2024,CORTE SELETIVO,C51L34,POINT (-61.21201516007793 -9.806085669865178)
2024,CORTE SELETIVO,C51L34,POINT (-61.210966478247464 -9.80574459423203)
2024,CORTE SELETIVO,C51L34,POINT (-61.211048952809726 -9.805513330825017)
2024,CORTE SELETIVO,C51L34,POINT (-61.212023209945 -9.805243547832113)
2024,CORTE SELETIVO,C51L34,POINT (-61.21080557527531 -9.805159932606035)
2024,CORTE SELETIVO,C51L34,POINT (-61.21078560925273 -9.80469039917057)
2024,CORTE SELETIVO,C51L34,POINT (-61.210089573888546 -9.804188245835423)
2024,CORTE SELETIVO,C51L34,POINT (-61.21340770196178 -9.803721232654045)
2024,CORTE SELETIVO,C51L34,POINT (-61.20706062319925 -9.803288807395878)
2024,CORTE SELETIVO,C51L34,POINT (-61.213574696036474 -9.80187625114588)
