geometry,tile,label,year,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127
POINT (-61.204457 -8.232224),C51L41,CORTE SELETIVO,2024,0.93523574,0.87288666,2.369264,-0.49879238,1.9328204,-1.4963771,-1.9951695,-0.56114143,-0.49879238,2.556311,1.2469809,-1.6210753,-0.56114143,-5.8608103,3.6162448,1.2469809,-3.6785939,2.1822166,-2.9304051,0.68583953,1.30933,1.184632,1.7457733,-1.6834242,0.87288666,0.062349048,-5.7984614,1.9328204,1.6834242,2.2445657,-0.87288666,-2.3069148,-2.7433581,-1.3716791,4.6761785,-1.5587262,2.7433581,-0.87288666,-1.7457733,-3.0551033,-0.24939619,-3.990339,1.6210753,2.3069148,4.3020844,-1.0599338,-2.4939618,0.37409428,2.369264,-2.7433581,0.062349048,2.8057072,-0.18704714,2.7433581,2.4939618,-2.431613,-2.2445657,-3.1174524,3.990339,-2.369264,-0.99758476,-0.87288666,2.1822166,2.0575185,2.8680563,1.184632,1.4340281,1.30933,3.3668485,0.81053764,-0.062349048,1.7457733,4.052688,-0.99758476,0.124698095,-1.2469809,0.56114143,5.050273,0.62349045,-2.7433581,-0.62349045,-2.3069148,-7.2324896,-4.239735,2.1822166,-0.99758476,3.740943,-2.3069148,-0.124698095,-2.3069148,-1.3716791,0.24939619,2.681009,-2.681009,-0.31174523,2.1198676,-4.239735,0.24939619,7.9183292,-1.6834242,-2.2445657,-2.8057072,-2.1198676,-4.5514803,-1.9951695,3.4291975,2.556311,2.3069148,4.3644333,0.062349048,1.1222829,0.68583953,0.68583953,-0.81053764,0.0,-1.9328204,-2.1822166,3.3044996,-3.740943,-3.1174524,-1.6834242,-2.369264,-6.421952,2.431613,-6.0478578,1.4340281,1.4963771,0.68583953
POINT (-61.204063 -8.231331),C51L41,CORTE SELETIVO,2024,4.9424596,-3.054329,1.554931,1.4993979,-0.8329988,-1.6659976,-1.4438646,-0.88853204,-0.44426602,2.3323965,0.88853204,-0.99959856,-2.6100628,-3.1653955,1.9436638,0.666399,-5.8309917,2.0547304,-4.4981933,2.9987957,1.554931,1.2772648,-0.22213301,-3.776261,4.0539274,2.0547304,-1.9991971,4.9979925,1.554931,0.44426602,0.666399,-1.332798,-3.6096613,-0.9440653,-0.6108658,-0.7774655,3.1653955,-2.6100628,-0.16659975,-2.2213302,2.665596,-5.664392,2.4989963,1.332798,1.554931,-0.9440653,1.3883313,-2.2768633,1.8325974,-5.1090593,-1.7215308,2.1657968,-0.7774655,2.5545297,0.38873276,0.8329988,-4.220527,-0.111066505,6.775057,-0.111066505,-2.2768633,-0.27766627,2.1657968,3.720728,1.6104643,1.6659976,3.9983943,1.9436638,2.1102636,0.22213301,-0.49979928,1.2772648,4.7203264,-1.332798,2.0547304,-2.832196,-0.16659975,1.6659976,2.8877292,-1.1106651,-3.720728,-2.4989963,-5.3867254,-2.7211294,1.554931,-1.4993979,0.8329988,-1.4438646,0.22213301,-1.332798,-2.2213302,-0.3331995,2.1102636,-2.0547304,0.38873276,0.88853204,-2.3323965,3.8317945,7.052723,0.666399,-1.7770641,0.88853204,-0.9440653,-0.22213301,-0.7774655,4.3315935,3.3875284,2.4989963,3.2764618,-2.1102636,1.2217315,0.16659975,1.0551318,-0.44426602,2.7766626,-3.054329,-2.665596,4.7203264,-2.9432623,-2.8877292,-1.8325974,-2.1657968,-5.053526,2.832196,-2.2768633,-0.22213301,3.4430616,1.2772648
POINT (-61.203829 -8.230856),C51L41,CORTE SELETIVO,2024,1.2815316,-1.2205062,1.8917847,2.2579365,1.7087086,-1.4035821,-1.2205062,-1.769734,0.6102531,4.94305,-0.97640496,-1.8917847,-2.3189619,-3.539468,1.6476834,0.36615187,-5.5533032,2.5630631,-5.0651007,2.3189619,0.5492278,2.8071642,-0.30512655,-1.2205062,2.5630631,0.06102531,-4.759974,3.1122909,1.4646075,1.0984555,-0.12205062,-2.4410124,-2.0138352,-0.79332906,3.3563921,-1.5866581,2.746139,-1.3425568,0.18307593,-1.3425568,1.2815316,-4.759974,1.7087086,2.5630631,2.8681896,-1.769734,-0.06102531,0.30512655,0.91537964,-3.6004932,0.0,2.5020378,0.12205062,3.722544,3.3563921,-0.97640496,-3.1122909,-1.6476834,4.2107463,-2.379987,-0.6102531,-0.24410124,1.769734,1.8307593,3.1122909,4.576898,2.5020378,0.8543543,2.5020378,-0.06102531,-0.73230374,3.0512655,4.454848,-0.8543543,0.6712784,-0.24410124,0.73230374,3.6004932,0.30512655,-2.8071642,-1.769734,-3.4784427,-6.2245817,-3.9666452,0.91537964,-1.9528099,4.088696,-1.4035821,-0.36615187,-3.1733162,-0.30512655,0.6712784,1.8917847,-1.5866581,0.48820248,1.5256327,-3.4174173,0.6712784,7.7502146,-2.2579365,-3.1122909,-1.8917847,-1.5866581,-4.149721,-0.06102531,3.539468,3.4174173,0.5492278,3.6615186,-1.4035821,1.8917847,0.24410124,-0.6102531,0.24410124,1.8917847,-2.135886,-2.135886,3.0512655,-3.2953668,-3.7835693,-0.97640496,-1.8307593,-6.7127843,5.2481766,-3.9666452,1.0374303,0.8543543,1.4646075
POINT (-61.199793 -8.239415),C51L41,CORTE SELETIVO,2024,4.718723,-2.6671042,1.8977473,1.3335521,0.1538714,-1.0258093,-2.410652,1.6925855,0.56419516,1.7438759,3.2312994,1.0770998,-2.1541996,-1.5900044,-0.20516187,-0.3077428,-4.051947,2.8722663,-2.7183948,1.641295,2.4619424,-0.25645232,2.7696853,-1.8977473,3.846785,2.9235566,-2.3593614,4.1545277,1.7951664,0.3590333,0.8206475,-2.513233,-4.0006566,-0.102580935,-1.9490378,0.4616142,2.3080711,-4.41098,1.1283903,-1.6925855,1.7438759,-6.257437,1.7438759,0.4616142,-0.3077428,-0.56419516,2.1541996,-4.2571087,0.41032374,-3.3338804,0.56419516,1.3335521,-0.66677606,1.0770998,0.6154856,-0.6154856,-4.5648518,-0.3590333,5.385499,1.1796807,-1.2309712,1.1796807,0.8206475,4.308399,1.9490378,1.7951664,3.846785,2.6671042,2.410652,3.5903327,-1.0258093,-1.0258093,3.6929135,-2.8722663,0.769357,-4.1545277,1.0258093,0.6154856,1.8464568,0.6154856,-3.077428,-3.2312994,-5.0777564,-1.1283903,1.1283903,-1.8464568,-1.3335521,-1.9490378,0.3590333,0.102580935,-1.4874235,-2.410652,1.8977473,-1.1796807,2.1541996,1.9490378,-0.87193793,2.8722663,6.5138893,1.5900044,-3.1287186,1.4874235,0.8206475,1.2822617,0.51290464,3.846785,1.7438759,2.102909,3.28259,0.25645232,1.2822617,-2.102909,2.410652,-1.4874235,4.0006566,-1.4874235,-3.846785,5.129047,-2.8209758,-3.28259,-1.6925855,-2.7696853,-4.051947,2.20549,-2.7696853,0.9232284,3.3338804,-1.8464568
POINT (-61.197552 -8.238951),C51L41,CORTE SELETIVO,2024,5.4754806,-1.9480076,2.158603,1.9480076,-0.15794656,-1.5268167,-4.0539618,1.6847633,-0.68443507,1.9480076,2.8956869,1.1582748,-2.579794,-1.5268167,-0.15794656,2.527145,-3.8433664,2.6850915,-3.1589313,1.0529771,3.7907174,0.47383967,0.7897328,-2.2639008,3.8433664,2.7377403,-2.0533054,4.633099,1.790061,0.94767934,0.94767934,-1.2109237,-3.21158,0.52648854,-1.5794656,0.94767934,1.6847633,-3.21158,0.47383967,-2.7903893,1.9480076,-5.422832,2.4744961,0.84238166,0.42119083,0.15794656,1.5794656,-2.2639008,1.6321144,-2.8956869,0.3158931,0.26324427,-1.2635725,1.3162214,0.94767934,0.7897328,-2.948336,0.26324427,6.159916,-0.52648854,-3.21158,0.52648854,0.84238166,4.0539618,1.6847633,0.84238166,2.6850915,0.68443507,2.948336,3.3695266,0.26324427,-0.368542,4.0539618,-1.5268167,2.7377403,-3.0009847,0.26324427,2.158603,2.6850915,-0.21059541,-3.6854198,-3.580122,-5.2122364,-2.7377403,1.6321144,-1.3688701,-0.52648854,-1.6847633,1.9480076,-1.5794656,-1.474168,-1.1582748,2.2112517,-1.421519,1.474168,0.5791374,-1.7374122,3.0009847,6.686404,0.94767934,-2.527145,2.4218473,0.6317862,0.47383967,-0.26324427,5.5281296,2.3165495,1.6847633,2.948336,-0.7897328,-0.737084,-1.8953587,1.1582748,-1.6321144,3.1589313,-2.1059542,-3.1062825,3.3695266,-2.1059542,-2.7903893,-2.6324427,-3.6854198,-3.580122,2.3165495,-2.1059542,2.4218473,2.948336,0.10529771
POINT (-61.197578 -8.238313),C51L41,CORTE SELETIVO,2024,4.9418736,-2.9543808,1.4503324,1.0206043,-1.1280363,-1.9874926,-3.276677,1.5577644,-0.75202423,2.7395167,2.9006648,1.0206043,-2.0412085,-1.6114805,-0.48344412,0.32229608,-3.169245,2.2023566,-1.9337765,2.0412085,2.5783687,1.5577644,1.5577644,-2.9006648,4.3509974,2.4172206,-3.545257,3.384109,2.2023566,1.3966163,0.53716016,-2.5246527,-2.1486406,0.53716016,-0.48344412,1.3966163,1.0743203,-3.867553,0.53716016,-2.2560725,2.6320848,-6.0699096,0.96688825,1.3429004,0.10743203,-0.80574024,1.6651964,-1.5577644,1.6114805,-1.7726285,0.21486406,1.3966163,-1.0743203,0.80574024,1.0206043,-1.2891843,-3.9212692,0.16114804,4.9418736,0.21486406,-2.2023566,2.0412085,1.4503324,2.6858008,-0.42972812,0.91317225,3.008097,2.8469489,1.3966163,4.243565,-0.80574024,-1.0743203,3.169245,-2.9006648,-0.59087616,-3.0618129,1.6114805,0.59087616,1.9874926,-0.26858008,-1.4503324,-3.760121,-4.6195774,-1.6651964,1.4503324,-2.4709368,-1.8263445,-2.7932327,-0.48344412,-0.053716015,-0.91317225,-1.3966163,1.5040485,-1.2354684,1.9874926,1.4503324,-1.2354684,4.3509974,6.8219337,1.5577644,-1.7189125,0.32229608,0.26858008,2.7395167,1.1280363,4.136133,1.3966163,1.2891843,1.3966163,0.80574024,-0.75202423,-4.0287013,0.59087616,-2.4709368,3.545257,-1.1817523,-3.491541,4.404713,-3.3303928,-4.136133,-1.5577644,-2.6858008,-4.4584293,1.7189125,-2.4172206,-0.69830817,1.9337765,0.26858008
POINT (-61.197507 -8.236626),C51L41,CORTE SELETIVO,2024,4.116852,1.2139435,1.1611633,0.58058167,1.6361847,0.8972626,-1.2667236,3.2723694,-1.6361847,3.2723694,-0.36946106,1.055603,-4.3279724,-2.3751068,0.3166809,2.7445679,-2.7445679,2.9029083,-1.5834045,3.2195892,0.4222412,1.5834045,1.5834045,-2.058426,2.6390076,4.591873,-2.427887,2.5334473,1.055603,-0.5278015,0.8972626,-0.5278015,-1.0028229,-0.36946106,1.4778442,-0.36946106,0.8972626,-3.6946106,-0.26390076,-3.800171,1.1083832,-4.4335327,1.8473053,3.114029,0.7917023,1.0028229,0.3166809,-2.2167664,4.0112915,-1.2667236,0.3166809,1.3722839,-0.3166809,1.2139435,0.7917023,1.9528656,-2.0056458,-2.058426,3.800171,-1.1083832,0.6333618,-0.05278015,1.741745,3.9057312,2.427887,-1.1083832,1.741745,2.111206,0.68614197,1.4250641,-0.6333618,-0.5278015,4.855774,-2.5334473,-4.222412,0.58058167,-0.2111206,1.2667236,3.7473907,1.7945251,0.4222412,-0.7917023,-6.703079,-1.5834045,1.9528656,0.7917023,0.7389221,-3.5890503,0.3166809,0.8444824,0.1055603,-1.2667236,0.8972626,0.9500427,1.8473053,1.9528656,-2.0056458,1.3722839,4.0112915,-2.797348,-4.3279724,-1.055603,1.741745,-0.47502136,-1.8473053,4.486313,2.797348,0.26390076,1.0028229,-0.47502136,-0.4222412,-2.5334473,-2.5334473,-1.8473053,2.058426,-2.8501282,-2.3223267,2.480667,-1.7945251,-3.2723694,-2.6390076,-4.3807526,-5.858597,2.058426,-5.0668945,-0.1055603,0.3166809,-0.5278015
POINT (-61.199489 -8.236154),C51L41,CORTE SELETIVO,2024,3.7027056,-2.926332,3.2846582,0.05972106,0.11944212,-1.7319107,-2.2694004,-0.05972106,-0.7763738,2.926332,1.2541423,-2.2694004,-2.5680056,-4.2999163,1.0152581,0.5972106,-4.0610323,2.0305161,-2.3291214,1.8513528,0.83609486,2.0902371,1.8513528,-1.0749791,2.866611,1.1347002,-3.2846582,4.1804743,2.3291214,1.6721897,0.17916319,-2.8068898,-2.8068898,-0.53748953,1.5527476,-1.1944212,3.3443794,-1.8513528,-1.8513528,-3.7624269,1.970795,-4.3596373,2.0902371,2.1499581,1.6124686,-1.3735844,-0.2986053,-1.1944212,2.866611,-3.4638214,0.05972106,2.8068898,-0.7763738,0.7763738,1.8513528,-2.0902371,-3.94159,-1.6721897,4.0610323,-1.3138633,0.0,0.83609486,1.1347002,1.970795,2.2096791,0.5972106,2.6874478,1.9110739,3.7027056,0.17916319,0.8958159,0.47776848,4.1207533,-2.6874478,1.0749791,-2.3291214,1.0152581,3.2846582,1.4930265,-1.4930265,-1.8513528,-4.0610323,-7.5845747,-3.4638214,1.3138633,-0.2986053,1.1944212,-2.3291214,0.41804743,-2.3291214,0.65693164,0.47776848,2.0902371,-2.926332,0.2986053,2.6874478,-3.8818688,1.4930265,7.3456903,-1.1944212,-2.0305161,-0.41804743,-1.0749791,-2.6874478,-2.3291214,3.045774,2.7471688,1.7916318,3.8221478,-0.7763738,0.17916319,-1.4930265,1.0749791,-3.7027056,1.4333055,-1.3735844,-2.8068898,4.4193583,-1.5527476,-3.3443794,-1.970795,-2.4485636,-6.74848,3.1652162,-4.0610323,1.8513528,0.47776848,0.71665275
POINT (-61.199668 -8.236),C51L41,CORTE SELETIVO,2024,1.5296491,0.05883266,3.4122944,0.8236573,1.8238125,-0.6471593,-2.1179757,-1.1178205,-1.0589879,3.5299597,1.1766531,-2.8828003,-1.4708165,-3.294629,2.8239677,0.7059919,-2.765135,2.8828003,-1.8238125,1.7649798,0.94132257,2.4121392,2.059143,-1.8238125,1.9414778,0.05883266,-5.412605,2.059143,2.1768084,2.059143,0.5294939,-1.8826451,-1.8826451,-1.1766531,3.1769636,-0.5883266,2.4121392,-1.7061472,-1.4119838,-2.8828003,1.2943186,-3.647625,2.235641,3.0004656,2.7063024,-1.0589879,-2.1768084,0.47066128,2.4121392,-3.1769636,0.35299596,3.0004656,-0.11766532,1.7061472,3.0004656,-1.6473145,-3.1769636,-3.0592983,4.0594535,-2.0003104,-0.05883266,-0.23533064,1.1766531,1.9414778,4.177119,0.8236573,1.7649798,1.5884818,2.7063024,0.05883266,0.23533064,0.8236573,3.824123,-1.2943186,-0.17649798,-0.05883266,1.1178205,3.9417882,-0.17649798,-2.765135,-0.5883266,-2.235641,-6.765756,-4.5889473,0.2941633,0.35299596,3.1769636,-2.1179757,-0.11766532,-2.3533063,0.17649798,-0.35299596,2.5298045,-3.2357962,0.76482457,1.9414778,-4.4124494,0.23533064,7.471748,-2.4709718,-1.7649798,-2.5298045,-1.5296491,-3.7064576,-1.9414778,4.4124494,2.8239677,2.1768084,3.0592983,0.0,1.0589879,0.0,0.2941633,-1.4119838,0.5294939,-2.4709718,-3.4122944,3.118131,-2.4709718,-2.8239677,-2.0003104,-2.1179757,-6.589258,4.2359514,-5.059609,1.5296491,0.5294939,1.2943186
POINT (-61.197533 -8.235739),C51L41,CORTE SELETIVO,2024,3.133317,0.68115586,0.61304027,0.817387,1.3623117,-0.068115585,-2.0434675,2.1115832,-1.5666585,3.5420103,-0.61304027,1.4985429,-3.4738948,-5.1767845,1.4985429,3.7463572,-3.133317,1.3623117,-1.157965,0.4086935,3.2014325,3.4057791,3.2014325,-0.817387,2.7246234,1.3623117,-3.610126,5.7898245,1.2260805,0.27246234,0.068115585,-0.61304027,-2.2478142,0.68115586,1.2941961,-1.9753519,0.74927145,-1.157965,-1.634774,-2.8608546,1.3623117,-3.8825884,-0.20434675,3.0652013,1.3623117,-0.817387,1.0217338,-0.61304027,2.7246234,0.8855026,0.74927145,1.7028896,-0.13623117,2.1796987,2.1796987,0.13623117,-1.0898494,-2.452161,5.1767845,-2.5202765,-1.157965,-1.7710052,1.4985429,2.5202765,0.068115585,0.68115586,-0.20434675,1.634774,1.7028896,0.8855026,0.34057793,1.8391207,4.086935,-1.0898494,-0.817387,-1.0217338,2.5202765,2.0434675,2.7246234,0.4086935,-1.0898494,-2.5883923,-8.65068,-3.0652013,2.2478142,-3.269548,4.6999755,-2.92897,0.34057793,0.068115585,1.634774,-0.27246234,2.0434675,-1.157965,0.13623117,3.133317,-1.4304273,1.2941961,2.8608546,-1.0217338,-4.086935,-0.817387,-3.610126,-1.0217338,0.34057793,2.31593,3.133317,-0.13623117,1.4985429,-0.13623117,-0.27246234,-1.5666585,-0.817387,-1.634774,1.9072363,-1.7028896,-2.452161,4.3593974,-4.563744,-5.3130155,-2.7246234,-4.086935,-6.539096,1.8391207,-3.3376637,0.5449247,3.133317,0.34057793
