year,label,tile,geometry
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.968999999999994 -2.570700000000001, -58.96889999999999 -2.570700000000001, -58.96889999999999 -2.570800000000001, -58.968999999999994 -2.570800000000001, -58.968999999999994 -2.570700000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.96119999999999 -2.6828000000000007, -58.96119999999999 -2.682700000000001, -58.961099999999995 -2.682700000000001, -58.961099999999995 -2.6828000000000007, -58.96119999999999 -2.6828000000000007))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.94219999999999 -2.665300000000001, -58.94219999999999 -2.665200000000001, -58.942099999999996 -2.665200000000001, -58.942099999999996 -2.665300000000001, -58.94219999999999 -2.665300000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.942099999999996 -2.6651000000000007, -58.942099999999996 -2.665000000000001, -58.94199999999999 -2.665000000000001, -58.94199999999999 -2.6651000000000007, -58.942099999999996 -2.6651000000000007))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.969899999999996 -2.655700000000001, -58.969899999999996 -2.655600000000001, -58.96979999999999 -2.655600000000001, -58.96979999999999 -2.655700000000001, -58.969899999999996 -2.655700000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.924099999999996 -2.645400000000001, -58.924099999999996 -2.645300000000001, -58.92399999999999 -2.645300000000001, -58.92399999999999 -2.645400000000001, -58.924099999999996 -2.645400000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.949799999999996 -2.602900000000001, -58.949799999999996 -2.602800000000001, -58.94969999999999 -2.602800000000001, -58.94969999999999 -2.602900000000001, -58.949799999999996 -2.602900000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.96119999999999 -2.595400000000001, -58.96119999999999 -2.595300000000001, -58.961099999999995 -2.595300000000001, -58.961099999999995 -2.595400000000001, -58.96119999999999 -2.595400000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.87579999999999 -2.543800000000001, -58.87579999999999 -2.5437000000000007, -58.875699999999995 -2.5437000000000007, -58.875699999999995 -2.543800000000001, -58.87579999999999 -2.543800000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.98969999999999 -2.525300000000001, -58.989599999999996 -2.525300000000001, -58.989599999999996 -2.5254000000000008, -58.98969999999999 -2.5254000000000008, -58.98969999999999 -2.525300000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.934799999999996 -2.612600000000001, -58.93469999999999 -2.612600000000001, -58.93469999999999 -2.6127000000000007, -58.934799999999996 -2.6127000000000007, -58.934799999999996 -2.612600000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.95139999999999 -2.597500000000001, -58.951299999999996 -2.597500000000001, -58.951299999999996 -2.597600000000001, -58.95139999999999 -2.597600000000001, -58.95139999999999 -2.597500000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.952999999999996 -2.6807000000000007, -58.952999999999996 -2.680800000000001, -58.95309999999999 -2.680800000000001, -58.95309999999999 -2.6807000000000007, -58.952999999999996 -2.6807000000000007))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.95369999999999 -2.674700000000001, -58.95369999999999 -2.6748000000000007, -58.953799999999994 -2.6748000000000007, -58.953799999999994 -2.674700000000001, -58.95369999999999 -2.674700000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.95349999999999 -2.674500000000001, -58.95349999999999 -2.674700000000001, -58.953599999999994 -2.674700000000001, -58.953599999999994 -2.674500000000001, -58.95349999999999 -2.674500000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.96509999999999 -2.662300000000001, -58.96509999999999 -2.6624000000000008, -58.965199999999996 -2.6624000000000008, -58.965199999999996 -2.662300000000001, -58.96509999999999 -2.662300000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.960899999999995 -2.657300000000001, -58.960899999999995 -2.657400000000001, -58.961099999999995 -2.657400000000001, -58.961099999999995 -2.657300000000001, -58.960899999999995 -2.657300000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.959199999999996 -2.656600000000001, -58.959199999999996 -2.6567000000000007, -58.95929999999999 -2.6567000000000007, -58.95929999999999 -2.6565000000000007, -58.958999999999996 -2.6565000000000007, -58.958999999999996 -2.6567000000000007, -58.95909999999999 -2.6567000000000007, -58.95909999999999 -2.656600000000001, -58.959199999999996 -2.656600000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.96849999999999 -2.653700000000001, -58.96849999999999 -2.653800000000001, -58.96869999999999 -2.653800000000001, -58.96869999999999 -2.653700000000001, -58.96849999999999 -2.653700000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.968399999999995 -2.653700000000001, -58.96849999999999 -2.653700000000001, -58.96849999999999 -2.653600000000001, -58.968399999999995 -2.653600000000001, -58.968399999999995 -2.653700000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.96829999999999 -2.653600000000001, -58.968399999999995 -2.653600000000001, -58.968399999999995 -2.653500000000001, -58.96829999999999 -2.653500000000001, -58.96829999999999 -2.653600000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.968599999999995 -2.652000000000001, -58.968599999999995 -2.652100000000001, -58.96869999999999 -2.652100000000001, -58.96869999999999 -2.652000000000001, -58.968599999999995 -2.652000000000001))"
2024,CORTE SELETIVO,C60L63,"POLYGON ((-58.968799999999995 -2.6489000000000007, -58.968799999999995 -2.649000000000001, -58.96889999999999 -2.649000000000001, -58.96889999999999 -2.6489000000000007, -58.968799999999995 -2.6489000000000007))"
